행정동코드,행정동명,시군구명,자치구명,연도,총인구수,65세이상인구,독거노인수_2018,고령화율,고령화율_변화,독거노인비율,비율_75-79세,비율_80-84세,비율_85세이상,인프라갭,포화도,시설수,수요공급갭지수,요양수요가속도
1138056000,구산동,은평구,은평구,2023,31776,6413,1099.0,20.18,0.7,22.03,18.68,13.71,8.73,2137.67,0.825,17,396.7082,25.13
1138057000,대조동,은평구,은평구,2023,27292,5225,1524.0,19.14,-0.14,30.78,19.8,15.87,8.81,1306.25,0.825,17,309.5937,5.37
1138058000,응암제1동,은평구,은평구,2023,33002,5466,933.0,16.56,0.75,24.26,19.19,14.35,9.06,1093.2,0.825,17,308.4812,35.15
1138059000,응암제2동,은평구,은평구,2023,27724,4174,688.0,15.06,0.64,22.14,18.72,13.91,8.75,1391.33,0.825,17,258.3289,29.49
1138060000,응암제3동,은평구,은평구,2023,23894,5780,1552.0,24.19,1.05,33.86,19.64,16.4,10.43,1445.0,0.825,17,345.9743,23.19
1138062500,역촌동,은평구,은평구,2023,44533,8807,1801.0,19.78,1.03,26.12,19.24,14.23,8.16,1761.4,0.825,17,494.3529,24.46
1138063100,신사제1동,은평구,은평구,2023,26754,5268,904.0,19.69,1.16,21.92,19.1,13.99,8.32,2634.0,0.825,17,342.5032,24.5
1138063200,신사제2동,은평구,은평구,2023,19283,3990,828.0,20.69,1.38,24.59,17.75,13.04,8.78,3990.0,0.825,17,273.7362,16.96
1138064000,증산동,은평구,은평구,2023,18516,3628,668.0,19.59,-1.77,21.53,19.91,13.46,8.33,3628.0,0.825,17,248.8606,15.63
1138065000,수색동,은평구,은평구,2023,13104,2391,572.0,18.25,0.62,27.1,17.06,13.68,9.79,2391.0,0.825,17,165.1251,12.48
1138069000,진관동,은평구,은평구,2023,54810,8745,1076.0,15.96,0.84,16.16,17.82,13.52,9.85,4372.5,0.825,17,572.4753,27.25
1141052000,천연동,서대문구,서대문구,2023,16734,3274,931.0,19.56,0.7,31.55,18.86,16.99,12.01,3274.0,0.908,9,415.4706,10.4
1141055500,북아현동,서대문구,서대문구,2023,15571,2333,562.0,14.98,0.74,28.68,18.7,14.97,9.95,1166.5,0.908,9,264.9228,17.43
1141056500,충현동,서대문구,서대문구,2023,19850,3480,788.0,17.53,0.67,28.36,17.78,14.27,11.28,1740.0,0.908,9,397.2895,22.52
1141058500,신촌동,서대문구,서대문구,2023,20366,2119,545.0,10.4,-0.17,30.49,19.98,17.24,12.71,423.8,0.908,9,193.0712,17.0
1141061500,연희동,서대문구,서대문구,2023,34318,5971,1365.0,17.4,0.41,24.77,19.86,16.02,11.76,1492.75,0.908,9,581.3457,8.02
1141062000,홍제제1동,서대문구,서대문구,2023,24747,4876,832.0,19.7,0.12,24.51,18.26,16.11,9.58,2438.0,0.908,9,553.6476,36.21
1141064000,홍제제3동,서대문구,서대문구,2023,17712,3952,775.0,22.31,-0.27,26.67,18.81,17.49,9.85,1317.33,0.908,9,413.2804,30.75
1141065500,홍제제2동,서대문구,서대문구,2023,13328,2815,539.0,21.12,0.93,25.72,18.6,16.04,9.92,2815.0,0.908,9,352.2972,29.51
1141066000,홍은제1동,서대문구,서대문구,2023,22452,4711,968.0,20.98,0.78,25.07,18.42,15.23,10.81,2355.5,0.908,9,537.7392,19.89
1141068500,홍은제2동,서대문구,서대문구,2023,28514,5446,966.0,19.1,-0.6,23.41,18.56,15.34,10.73,1815.33,0.908,9,569.7424,27.75
1141069000,남가좌제1동,서대문구,서대문구,2023,16722,2294,353.0,13.72,-0.38,19.35,17.71,15.18,10.12,1147.0,0.908,9,260.661,22.94
1141070000,남가좌제2동,서대문구,서대문구,2023,29274,4996,937.0,17.07,0.64,27.38,19.78,15.59,9.64,4996.0,0.908,9,624.2002,37.84
1141071000,북가좌제1동,서대문구,서대문구,2023,17703,3133,437.0,17.7,1.02,18.67,19.35,15.1,9.61,1566.5,0.908,9,355.3392,29.17
1141072000,북가좌제2동,서대문구,서대문구,2023,30903,6552,1333.0,21.2,0.99,25.61,20.22,14.91,8.94,6552.0,0.908,9,814.4791,23.02
1144055500,아현동,마포구,마포구,2023,27437,3511,474.0,12.8,0.24,22.93,16.83,14.52,10.72,1755.5,0.993,3,878.9437,52.96
1144056500,공덕동,마포구,마포구,2023,36757,6086,1520.0,16.56,0.59,29.41,18.32,15.6,10.64,6086.0,0.993,3,1909.7868,16.35
1144058500,도화동,마포구,마포구,2023,20789,3830,726.0,18.42,0.79,24.26,17.66,15.57,12.3,1915.0,0.993,3,969.9858,24.66
1144059000,용강동,마포구,마포구,2023,21301,3041,576.0,14.28,0.58,23.71,17.95,14.63,11.9,1013.67,0.993,3,639.2689,22.45
1144060000,대흥동,마포구,마포구,2023,14488,1985,542.0,13.7,-0.51,34.51,17.44,17.64,10.53,661.67,0.993,3,416.4861,23.42
1144061000,염리동,마포구,마포구,2023,16781,2088,431.0,12.44,-0.04,28.16,20.16,16.33,9.87,2088.0,0.993,3,654.2226,31.06
1144063000,신수동,마포구,마포구,2023,22235,3371,633.0,15.16,0.57,22.1,18.86,15.47,10.22,1123.67,0.993,3,703.6401,16.29
1144065500,서강동,마포구,마포구,2023,24676,3340,567.0,13.54,0.49,20.75,18.35,15.12,10.57,1113.33,0.993,3,697.7817,20.07
1144066000,서교동,마포구,마포구,2023,24466,3335,655.0,13.63,0.27,25.73,19.5,14.94,12.72,833.75,0.993,3,604.7308,27.0
1144068000,합정동,마포구,마포구,2023,16654,2681,590.0,16.1,0.76,25.29,19.27,15.12,10.38,1340.5,0.993,3,671.8586,13.9
1144069000,망원제1동,마포구,마포구,2023,19376,3410,947.0,17.6,0.72,26.45,19.95,14.7,9.24,3410.0,0.993,3,1060.851,-4.87
1144070000,망원제2동,마포구,마포구,2023,18204,3242,548.0,17.81,0.89,22.21,20.35,14.48,8.98,3242.0,0.993,3,1006.9652,27.3
1144071000,연남동,마포구,마포구,2023,14528,2302,474.0,15.85,0.27,24.63,19.21,15.86,11.86,2302.0,0.993,3,728.2377,17.92
1144072000,성산제1동,마포구,마포구,2023,18679,3046,542.0,16.31,0.69,23.64,20.01,14.88,8.18,1523.0,0.993,3,753.885,28.4
1144073000,성산제2동,마포구,마포구,2023,39067,6428,1412.0,16.45,0.53,29.09,19.89,15.39,9.35,3214.0,0.993,3,1603.1432,28.09
1144074000,상암동,마포구,마포구,2023,30009,4279,460.0,14.26,0.94,18.56,17.99,13.94,10.32,2139.5,0.993,3,1068.2951,54.59
1147051000,목1동,양천구,양천구,2023,30362,3537,397.0,11.65,0.8,16.57,17.36,11.28,7.13,589.5,0.96,13,226.7962,38.94
1147052000,목2동,양천구,양천구,2023,29283,4437,878.0,15.15,1.03,22.56,16.37,11.77,7.57,2218.5,0.96,13,361.438,13.11
1147053000,목3동,양천구,양천구,2023,21506,3612,625.0,16.8,1.25,25.39,16.29,11.02,9.17,1204.0,0.96,13,277.9434,38.34
1147054000,목4동,양천구,양천구,2023,24774,3431,599.0,13.85,0.8,25.62,18.22,12.18,8.48,3431.0,0.96,13,301.6829,38.35
1147055000,목5동,양천구,양천구,2023,40615,5074,438.0,12.49,0.91,12.24,15.25,8.83,9.42,2537.0,0.96,13,414.8164,34.91
1147056000,신월1동,양천구,양천구,2023,19998,4465,1417.0,22.33,1.25,33.01,18.35,10.89,6.63,4465.0,0.96,13,387.4025,3.94
1147057000,신월2동,양천구,양천구,2023,20343,4137,651.0,20.34,1.23,24.03,17.48,10.21,6.7,4137.0,0.96,13,358.3528,42.32
1147058000,신월3동,양천구,양천구,2023,14688,3143,1224.0,21.4,1.21,40.57,17.53,13.11,6.84,1047.67,0.96,13,239.8895,4.08
1147059000,신월4동,양천구,양천구,2023,17600,3523,527.0,20.02,1.24,20.18,16.76,11.82,7.7,704.6,0.96,13,239.4074,29.95
1147060000,신월5동,양천구,양천구,2023,14313,2627,433.0,18.35,1.18,25.66,17.55,12.22,7.42,1313.5,0.96,13,214.1881,44.25
1147061000,신월6동,양천구,양천구,2023,13867,2054,192.0,14.81,1.3,20.16,16.91,10.23,6.43,513.5,0.96,13,146.2327,76.84
1147061100,신월7동,양천구,양천구,2023,18959,4485,1024.0,23.66,1.19,30.55,16.57,13.31,8.94,4485.0,0.96,13,395.8653,29.11
1147062000,신정1동,양천구,양천구,2023,19830,2855,388.0,14.4,0.88,18.32,15.95,11.95,9.43,951.67,0.96,13,220.3882,29.86
1147063000,신정2동,양천구,양천구,2023,18901,2750,674.0,14.55,0.99,24.98,16.99,12.19,8.66,2750.0,0.96,13,241.8429,1.91
1147064000,신정3동,양천구,양천구,2023,50234,8201,1822.0,16.33,0.97,23.3,17.76,11.85,8.43,2733.67,0.96,13,630.1443,4.77
1147065000,신정4동,양천구,양천구,2023,32340,6199,1202.0,19.17,1.12,28.38,18.17,12.64,6.44,688.78,0.96,13,343.1146,38.08
1147067000,신정6동,양천구,양천구,2023,24069,3059,288.0,12.71,0.98,13.17,14.26,9.45,8.37,1529.5,0.96,13,248.7375,33.6
1147068000,신정7동,양천구,양천구,2023,28360,5347,1085.0,18.85,1.4,30.41,16.18,12.98,10.04,5347.0,0.96,13,474.4317,40.45
1150051000,염창동,강서구,강서구,2023,41420,4700,566.0,11.35,0.58,14.49,15.73,11.24,7.0,1566.67,0.875,21,238.1138,18.5
1150052000,등촌제1동,강서구,강서구,2023,24757,3082,649.0,12.45,0.41,27.09,15.97,14.6,14.54,513.67,0.875,21,145.8927,25.2
1150053000,등촌제2동,강서구,강서구,2023,19655,3384,414.0,17.22,1.26,17.85,15.99,10.08,8.07,1692.0,0.875,21,179.6021,37.77
1150053500,등촌제3동,강서구,강서구,2023,29671,7116,1961.0,23.98,1.73,42.93,16.5,13.12,12.71,790.67,0.875,21,299.3227,44.33
1150054000,화곡제1동,강서구,강서구,2023,51751,8777,1506.0,16.96,0.64,25.76,18.34,11.39,6.66,1253.86,0.875,21,381.2353,40.64
1150055000,화곡제2동,강서구,강서구,2023,17472,3076,441.0,17.61,1.31,26.07,18.53,11.28,5.79,3076.0,0.875,21,169.166,59.81
1150056000,화곡제3동,강서구,강서구,2023,21388,4332,622.0,20.25,1.09,19.62,17.71,11.36,6.44,1444.0,0.875,21,219.127,31.23
1150057000,화곡제4동,강서구,강서구,2023,20135,4069,668.0,20.21,1.31,25.83,18.48,11.6,7.67,1017.25,0.875,21,199.2182,45.32
1150059000,화곡본동,강서구,강서구,2023,33616,5198,934.0,15.46,0.95,27.45,17.87,10.92,7.2,866.33,0.875,21,234.5646,42.39
1150059100,화곡제6동,강서구,강서구,2023,24990,4199,721.0,16.8,0.92,25.08,15.58,11.15,7.36,4199.0,0.875,21,232.4719,37.88
1150059300,화곡제8동,강서구,강서구,2023,23977,4596,821.0,19.17,0.9,24.63,19.83,12.04,6.09,4596.0,0.875,21,253.8663,32.12
1150060300,가양제1동,강서구,강서구,2023,34096,3337,359.0,9.79,0.64,17.5,14.88,10.77,8.22,834.25,0.875,21,163.1793,48.66
1150060400,가양제2동,강서구,강서구,2023,13785,4412,1209.0,32.01,2.12,44.92,16.37,12.58,10.22,2206.0,0.875,21,238.3823,49.43
1150060500,가양제3동,강서구,강서구,2023,14504,3875,960.0,26.72,1.65,39.1,18.18,13.61,8.55,3875.0,0.875,21,217.5636,45.62
1150061100,발산제1동,강서구,강서구,2023,35942,5205,644.0,14.48,0.9,21.04,18.97,12.23,8.69,578.33,0.875,21,213.9776,53.08
1150061500,우장산동,강서구,강서구,2023,43348,6311,773.0,14.56,0.77,16.02,18.13,10.71,6.31,1577.75,0.875,21,305.9068,26.84
1150062000,공항동,강서구,강서구,2023,30225,4431,782.0,14.66,0.63,24.4,17.99,12.33,8.53,1477.0,0.875,21,227.3657,32.38
1150063000,방화제1동,강서구,강서구,2023,42548,7096,981.0,16.68,1.03,19.28,16.91,11.11,8.07,1013.71,0.875,21,310.2473,33.25
1150064000,방화제2동,강서구,강서구,2023,23042,5068,1150.0,21.99,0.98,32.89,17.71,13.68,9.81,2534.0,0.875,21,274.0907,37.13
1150064100,방화제3동,강서구,강서구,2023,22344,5565,1307.0,24.91,1.53,35.8,17.24,12.75,10.72,5565.0,0.875,21,315.5355,42.14
1153051000,신도림동,구로구,구로구,2023,35799,5028,553.0,14.05,0.78,13.56,16.91,10.84,7.42,5028.0,0.912,11,510.7191,20.97
1153052000,구로제1동,구로구,구로구,2023,20618,2915,307.0,14.14,1.1,14.85,14.96,9.06,7.86,2915.0,0.912,11,295.2895,34.39
1153053000,구로제2동,구로구,구로구,2023,23030,5730,1500.0,24.88,1.16,32.02,20.02,15.46,7.71,1910.0,0.912,11,505.7544,20.16
1153054000,구로제3동,구로구,구로구,2023,23460,3564,713.0,15.19,0.5,24.78,18.94,13.36,8.75,1782.0,0.912,11,339.0186,21.38
1153055000,구로제4동,구로구,구로구,2023,19100,4638,1103.0,24.28,1.33,32.58,20.25,15.11,8.78,4638.0,0.912,11,480.2262,31.47
1153056000,구로제5동,구로구,구로구,2023,29300,4890,861.0,16.69,0.61,25.17,20.45,12.54,8.08,611.25,0.912,11,316.8463,35.75
1153059500,가리봉동,구로구,구로구,2023,8954,1965,819.0,21.95,0.62,47.79,17.58,11.21,9.79,491.25,0.912,11,162.0732,13.67
1153072000,고척제1동,구로구,구로구,2023,25738,4603,770.0,17.88,-2.03,22.51,18.05,11.58,7.58,767.17,0.912,11,331.1452,29.67
1153073000,고척제2동,구로구,구로구,2023,26138,5561,984.0,21.28,1.37,26.87,18.83,13.6,8.65,1853.67,0.912,11,491.1555,41.76
1153074000,개봉제1동,구로구,구로구,2023,33321,6747,1314.0,20.25,1.07,26.46,18.39,12.9,7.24,963.86,0.912,11,458.871,30.63
1153075000,개봉제2동,구로구,구로구,2023,30099,6830,888.0,22.69,1.43,18.73,18.54,12.11,6.46,3415.0,0.912,11,639.288,36.49
1153076000,개봉제3동,구로구,구로구,2023,19853,4497,736.0,22.65,1.27,23.7,17.72,12.3,7.14,4497.0,0.912,11,457.7196,37.04
1153077000,오류제1동,구로구,구로구,2023,22655,4189,857.0,18.49,0.62,28.26,17.38,14.54,8.07,1047.25,0.912,11,344.4754,32.32
1153078000,오류제2동,구로구,구로구,2023,37942,7446,1243.0,19.62,0.97,21.92,20.07,13.58,8.14,3723.0,0.912,11,706.74,27.23
1153079000,수궁동,구로구,구로구,2023,22967,4746,779.0,20.66,1.59,25.39,18.28,12.35,7.36,4746.0,0.912,11,483.9338,43.62
1154551000,가산동,금천구,금천구,2023,24198,2767,660.0,11.43,0.38,32.6,18.62,11.89,7.01,1383.5,0.881,14,211.0183,31.24
1154561000,독산제1동,금천구,금천구,2023,46080,6197,1133.0,13.45,0.41,24.54,18.58,13.35,7.39,1549.25,0.881,14,422.2911,29.45
1154562000,독산제2동,금천구,금천구,2023,18176,3670,875.0,20.19,1.39,32.51,17.21,11.73,7.12,3670.0,0.881,14,298.3221,31.0
1154563000,독산제3동,금천구,금천구,2023,24004,4757,1082.0,19.82,1.03,30.19,17.4,12.66,7.74,951.4,0.881,14,307.0268,28.31
1154564000,독산제4동,금천구,금천구,2023,14863,3053,627.0,20.54,1.2,28.66,18.28,12.32,5.64,1526.5,0.881,14,231.1312,33.33
1154567000,시흥제1동,금천구,금천구,2023,32363,6484,1477.0,20.04,0.95,30.4,19.29,13.35,8.13,810.5,0.881,14,363.2808,28.85
1154568000,시흥제2동,금천구,금천구,2023,20699,4363,769.0,21.08,1.54,23.88,18.81,13.46,8.53,4363.0,0.881,14,359.2785,30.38
1154569000,시흥제3동,금천구,금천구,2023,10483,2472,476.0,23.58,1.39,23.46,17.11,14.08,7.48,2472.0,0.881,14,202.3579,19.76
1154570000,시흥제4동,금천구,금천구,2023,19888,4395,854.0,22.1,1.43,26.51,18.26,12.75,7.03,4395.0,0.881,14,358.1339,31.05
1154571000,시흥제5동,금천구,금천구,2023,18641,4535,1195.0,24.33,1.29,33.83,18.93,15.0,9.57,4535.0,0.881,14,376.919,24.97
1156051500,영등포본동,영등포구,영등포구,2023,20941,4282,1103.0,20.45,0.89,31.39,17.05,13.06,8.81,1427.33,0.984,2,1057.2258,19.76
1156053500,영등포동,영등포구,영등포구,2023,30070,3440,1405.0,11.44,-0.07,43.11,17.18,11.4,9.01,229.33,0.984,2,249.2584,5.4
1156054000,여의동,영등포구,영등포구,2023,32483,6395,1019.0,19.69,0.72,16.14,19.2,15.14,13.06,1065.83,0.984,2,1016.805,1.27
1156055000,당산제1동,영등포구,영등포구,2023,20755,3489,834.0,16.81,0.1,27.31,17.68,13.44,9.34,1163.0,0.984,2,865.2022,13.34
1156056000,당산제2동,영등포구,영등포구,2023,36738,4877,746.0,13.28,0.67,15.91,17.83,13.07,9.95,4877.0,0.984,2,2021.3539,3.94
1156058500,도림동,영등포구,영등포구,2023,17713,3289,895.0,18.57,0.37,30.98,19.74,14.63,9.46,3289.0,0.984,2,1365.5928,12.98
1156060500,문래동,영등포구,영등포구,2023,32276,4874,847.0,15.1,0.62,17.54,18.4,13.31,9.53,1218.5,0.984,2,1008.5118,0.94
1156061000,양평제1동,영등포구,영등포구,2023,18345,2430,576.0,13.25,0.2,26.13,19.76,14.94,9.18,607.5,0.984,2,504.0225,9.75
1156062000,양평제2동,영등포구,영등포구,2023,22386,2668,490.0,11.92,0.52,20.16,17.85,13.13,8.89,889.33,0.984,2,659.5296,9.35
1156063000,신길제1동,영등포구,영등포구,2023,19327,3556,1026.0,18.4,-0.45,35.88,19.7,14.94,10.52,889.0,0.984,2,743.1447,21.81
1156065000,신길제3동,영등포구,영등포구,2023,16322,3256,804.0,19.95,0.96,28.1,18.11,14.02,8.06,1628.0,0.984,2,1003.4178,12.93
1156066000,신길제4동,영등포구,영등포구,2023,12335,2451,586.0,19.87,1.09,31.42,17.63,13.88,7.88,2451.0,0.984,2,1005.4002,27.31
1156067000,신길제5동,영등포구,영등포구,2023,10186,2078,518.0,20.4,1.29,29.26,17.13,12.42,7.94,2078.0,0.984,2,849.7635,16.02
1156068000,신길제6동,영등포구,영등포구,2023,18824,3467,711.0,18.42,0.95,23.82,17.57,13.07,9.0,1733.5,0.984,2,1071.6497,14.99
1156069000,신길제7동,영등포구,영등포구,2023,19804,2691,349.0,13.59,0.72,17.43,17.29,12.45,8.96,1345.5,0.984,2,830.3753,29.55
1156070000,대림제1동,영등포구,영등포구,2023,14053,3183,765.0,22.65,1.36,28.53,18.5,15.21,9.24,1061.0,0.984,2,792.2487,17.14
1156071000,대림제2동,영등포구,영등포구,2023,11973,2873,764.0,24.0,0.34,30.91,22.33,15.26,8.19,574.6,0.984,2,509.1777,15.04
1156072000,대림제3동,영등포구,영등포구,2023,21879,4658,892.0,21.29,1.12,26.04,18.69,13.92,8.4,931.6,0.984,2,822.0705,30.74
1159051000,노량진제1동,동작구,동작구,2023,31695,6007,1235.0,18.95,0.35,24.22,18.5,14.32,10.34,6007.0,0.979,6,1072.6786,16.39
1159052000,노량진제2동,동작구,동작구,2023,10525,2243,1061.0,21.31,0.44,36.6,17.97,13.6,9.94,1121.5,0.979,6,349.0108,-24.336
1159053000,상도제1동,동작구,동작구,2023,44399,7433,1270.0,16.74,0.54,21.19,19.39,13.39,9.71,3716.5,0.979,6,1155.7386,21.52
1159054000,상도제2동,동작구,동작구,2023,27731,4436,858.0,16.0,0.54,19.45,18.55,13.38,10.31,4436.0,0.979,6,790.4952,0.58
1159055000,상도제3동,동작구,동작구,2023,24178,4648,802.0,19.22,0.87,24.85,20.11,14.77,8.27,4648.0,0.979,6,821.9656,36.47
1159056000,상도제4동,동작구,동작구,2023,28203,5394,1070.0,19.13,1.11,28.36,19.63,13.77,8.81,1798.0,0.979,6,742.3942,35.76
1159060500,흑석동,동작구,동작구,2023,27936,5137,1304.0,18.39,0.1,19.84,18.45,14.37,11.55,2568.5,0.979,6,808.1785,-24.336
1159062000,사당제1동,동작구,동작구,2023,22566,3914,766.0,17.34,0.7,25.83,19.65,12.34,6.39,978.5,0.979,6,476.6861,27.75
1159063000,사당제2동,동작구,동작구,2023,28377,5829,1168.0,20.54,0.61,20.72,19.84,13.73,8.13,2914.5,0.979,6,899.1232,3.37
1159064000,사당제3동,동작구,동작구,2023,23904,4689,714.0,19.62,1.0,18.15,19.97,12.59,7.02,4689.0,0.979,6,819.4362,17.55
1159065000,사당제4동,동작구,동작구,2023,13965,2797,541.0,20.03,0.99,25.31,19.82,13.63,7.91,2797.0,0.979,6,492.3519,26.9
1159065100,사당제5동,동작구,동작구,2023,14298,2461,424.0,17.21,0.89,22.63,17.7,12.82,8.67,2461.0,0.979,6,433.6985,27.28
1159066000,대방동,동작구,동작구,2023,36221,5729,1163.0,15.82,0.45,24.59,18.08,13.96,10.36,1909.67,0.979,6,794.9306,19.19
1159067000,신대방제1동,동작구,동작구,2023,23371,3976,655.0,17.01,0.33,24.9,19.07,13.86,8.81,1988.0,0.979,6,615.4848,41.31
1159068000,신대방제2동,동작구,동작구,2023,22253,3465,519.0,15.57,0.53,21.36,20.7,14.92,8.69,1155.0,0.979,6,478.093,35.47
1162052500,보라매동,관악구,관악구,2023,24222,4683,930.0,19.33,0.97,26.78,19.68,14.04,8.05,4683.0,0.911,9,577.929,29.89
1162054500,청림동,관악구,관악구,2023,14912,2859,611.0,19.17,1.11,25.18,18.48,15.19,10.54,2859.0,0.911,9,358.4042,16.42
1162056500,성현동,관악구,관악구,2023,28561,5596,1217.0,19.59,1.01,26.73,20.15,14.77,7.92,5596.0,0.911,9,691.3858,20.64
1162057500,행운동,관악구,관악구,2023,29091,4526,983.0,15.56,0.39,26.62,20.04,13.41,6.92,1131.5,0.911,9,426.4188,20.36
1162058500,낙성대동,관악구,관악구,2023,17358,2028,496.0,11.68,-0.23,28.65,20.32,16.12,8.97,1014.0,0.911,9,229.8277,15.82
1162059500,청룡동,관악구,관악구,2023,36155,4712,996.0,13.03,0.34,29.46,20.23,14.26,7.05,673.14,0.911,9,361.6754,33.19
1162060500,은천동,관악구,관악구,2023,32678,6126,1191.0,18.75,0.81,25.99,19.98,13.89,7.38,3063.0,0.911,9,684.5527,29.02
1162061500,중앙동,관악구,관악구,2023,15399,2411,617.0,15.66,0.25,30.49,20.25,15.31,7.22,1205.5,0.911,9,270.032,17.5
1162062500,인헌동,관악구,관악구,2023,25775,4158,755.0,16.13,0.53,24.22,19.65,14.51,7.14,4158.0,0.911,9,510.935,28.8
1162063000,남현동,관악구,관악구,2023,17932,2963,441.0,16.52,0.91,22.38,18.86,13.25,7.23,1481.5,0.911,9,330.1051,40.77
1162064500,서원동,관악구,관악구,2023,22876,3384,662.0,14.79,0.13,26.48,20.95,14.51,6.83,676.8,0.911,9,296.7768,30.27
1162065500,신원동,관악구,관악구,2023,17927,3324,814.0,18.54,0.52,31.23,19.9,15.36,8.37,3324.0,0.911,9,412.176,24.31
1162066500,서림동,관악구,관악구,2023,23540,3706,742.0,15.74,0.27,26.39,18.81,13.82,7.53,3706.0,0.911,9,455.5045,27.62
1162068500,신사동,관악구,관악구,2023,22680,3603,794.0,15.89,0.35,29.98,19.88,14.05,7.75,1201.0,0.911,9,369.938,30.76
1162069500,신림동,관악구,관악구,2023,23312,1985,526.0,8.51,-0.23,34.36,19.96,14.62,6.96,992.5,0.911,9,221.6162,25.97
1162071500,난향동,관악구,관악구,2023,14875,2861,531.0,19.23,1.3,22.54,19.29,12.79,7.79,2861.0,0.911,9,351.5311,19.45
1162072500,조원동,관악구,관악구,2023,19405,3078,626.0,15.86,-0.44,27.78,18.34,12.84,8.22,513.0,0.911,9,252.6012,31.18
1162073500,대학동,관악구,관악구,2023,24257,3202,602.0,13.2,0.13,30.23,17.71,14.53,8.31,1601.0,0.911,9,359.6137,47.5
1162074500,삼성동,관악구,관악구,2023,20404,5515,1464.0,27.03,1.43,30.41,19.68,14.78,9.36,5515.0,0.911,9,686.783,13.58
1162076500,미성동,관악구,관악구,2023,30013,6112,1095.0,20.36,1.08,23.66,17.61,12.77,6.91,6112.0,0.911,9,746.2141,27.8
1162077500,난곡동,관악구,관악구,2023,26058,5603,1265.0,21.5,1.07,29.86,19.55,13.62,7.75,2801.5,0.911,9,626.9248,27.95
1165051000,서초1동,서초구,서초구,2023,20369,3162,461.0,15.52,0.69,20.18,19.42,10.72,8.79,451.71,0.915,4,353.7416,32.49
1165052000,서초2동,서초구,서초구,2023,26604,3455,334.0,12.99,0.67,12.27,19.86,11.32,7.35,863.75,0.915,4,527.8808,23.86
1165053000,서초3동,서초구,서초구,2023,32126,5051,680.0,15.72,0.69,16.61,18.89,12.35,9.39,841.83,0.915,4,625.5663,21.01
1165053100,서초4동,서초구,서초구,2023,30323,4387,456.0,14.47,0.29,11.63,19.5,12.66,8.8,548.38,0.915,4,451.7513,11.19
1165054000,잠원동,서초구,서초구,2023,26203,3428,758.0,13.08,0.49,18.44,17.99,11.13,9.02,1714.0,0.915,4,703.8255,-18.18
1165055000,반포본동,서초구,서초구,2023,268,41,267.0,15.3,-0.49,7.32,21.95,14.63,2.44,41.0,0.915,4,9.8236,-24.336
1165056000,반포1동,서초구,서초구,2023,34100,4179,542.0,12.26,0.48,18.26,18.27,11.35,7.45,1393.0,0.915,4,729.2952,34.2
1165057000,반포2동,서초구,서초구,2023,15638,2111,380.0,13.5,0.66,14.59,21.95,12.38,8.44,2111.0,0.915,4,521.2481,-21.01
1165058000,반포3동,서초구,서초구,2023,23597,3362,370.0,14.25,0.22,13.71,18.63,13.15,9.7,3362.0,0.915,4,835.457,21.99
1165058100,반포4동,서초구,서초구,2023,18785,3029,384.0,16.12,0.94,14.56,17.27,10.9,8.65,1009.67,0.915,4,531.4164,13.84
1165059000,방배본동,서초구,서초구,2023,20594,3225,425.0,15.66,0.74,17.02,19.27,12.63,11.7,645.0,0.915,4,450.0308,25.6
1165060000,방배1동,서초구,서초구,2023,16688,3024,425.0,18.12,0.77,18.55,19.62,12.97,8.5,1008.0,0.915,4,533.304,27.76
1165061000,방배2동,서초구,서초구,2023,18401,3569,804.0,19.4,1.02,20.65,19.96,12.42,7.23,1784.5,0.915,4,728.3139,-8.7
1165062000,방배3동,서초구,서초구,2023,17139,3325,560.0,19.4,1.11,10.62,18.08,12.0,8.3,554.17,0.915,4,408.709,-24.336
1165062100,방배4동,서초구,서초구,2023,23061,3627,603.0,15.73,0.44,18.33,20.74,13.95,10.2,1209.0,0.915,4,647.7304,9.79
1165065100,양재1동,서초구,서초구,2023,42377,7330,1037.0,17.3,0.81,22.02,17.6,10.88,8.4,1832.5,0.915,4,1123.7806,44.24
1165065200,양재2동,서초구,서초구,2023,21513,3109,539.0,14.45,0.65,26.66,17.99,10.62,6.95,1554.5,0.915,4,630.0388,43.05
1165066000,내곡동,서초구,서초구,2023,17340,3468,481.0,20.0,1.06,17.82,18.98,11.86,8.51,1734.0,0.915,4,711.5758,25.06
1168051000,신사동,강남구,강남구,2023,15623,3083,429.0,19.73,0.67,18.75,21.96,14.89,11.22,770.75,0.83,8,323.9205,29.81
1168052100,논현1동,강남구,강남구,2023,21360,3001,536.0,14.05,0.56,30.16,19.74,12.3,8.44,187.56,0.83,8,154.1014,52.38
1168053100,논현2동,강남구,강남구,2023,20501,3200,468.0,15.61,0.48,22.84,20.6,12.6,8.1,228.57,0.83,8,179.1273,44.59
1168054500,압구정동,강남구,강남구,2023,25720,5330,705.0,20.72,0.73,16.44,21.46,13.82,10.44,380.71,0.83,8,303.3497,21.72
1168056500,청담동,강남구,강남구,2023,25213,3839,551.0,15.23,0.62,17.48,20.02,11.91,8.06,319.92,0.83,8,235.8874,19.7
1168058000,삼성1동,강남구,강남구,2023,12464,2232,289.0,17.91,1.08,17.38,19.59,12.73,7.31,186.0,0.83,8,136.7546,29.46
