"동별","독거노인별","항목","단위","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"화곡6동","합계","계","","","","","","522","541","553","553","721","880","852","917","999","1053","1564",
"화곡6동","합계","65~79세","","","","","","415","368","379","397","580","690","670","711","776","808","1100",
"화곡6동","합계","80세 이상","","","","","","107","173","174","156","141","190","182","206","223","245","464",
"화곡6동","국민기초생활보장 수급권자","계","","","","","","71","79","70","72","119","179","210","270","305","327","385",
"화곡6동","국민기초생활보장 수급권자","65~79세","","","","","","55","26","54","61","71","124","140","162","192","214","175",
"화곡6동","국민기초생활보장 수급권자","80세 이상","","","","","","16","53","16","11","48","55","70","108","113","113","210",
"화곡6동","저소득노인","계","","","","","","42","33","44","48","34","56","39","32","28","23","29",
"화곡6동","저소득노인","65~79세","","","","","","33","5","28","33","15","33","21","20","18","12","14",
"화곡6동","저소득노인","80세 이상","","","","","","9","28","16","15","19","23","18","12","10","11","15",
"화곡6동","일   반","계","","","","","","409","429","439","433","568","645","603","615","666","703","1150",
"화곡6동","일   반","65~79세","","","","","","327","337","297","303","494","533","509","529","566","582","911",
"화곡6동","일   반","80세 이상","","","","","","82","92","142","130","74","112","94","86","100","121","239",
"화곡8동","합계","계","","","","","","571","610","619","623","821","845","900","1011","1071","1132","1595",
"화곡8동","합계","65~79세","","","","","","492","501","506","516","665","692","741","832","861","911","1229",
"화곡8동","합계","80세 이상","","","","","","79","109","113","107","156","153","159","179","210","221","366",
"화곡8동","국민기초생활보장 수급권자","계","","","","","","91","110","86","89","185","171","220","272","288","328","363",
"화곡8동","국민기초생활보장 수급권자","65~79세","","","","","","69","78","67","72","142","128","147","192","203","239","263",
"화곡8동","국민기초생활보장 수급권자","80세 이상","","","","","","22","32","19","17","43","43","73","80","85","89","100",
"화곡8동","저소득노인","계","","","","","","12","8","14","15","20","20","35","40","31","30","41",
"화곡8동","저소득노인","65~79세","","","","","","8","7","9","15","17","16","25","29","21","19","22",
"화곡8동","저소득노인","80세 이상","","","","","","4","1","5","0","3","4","10","11","10","11","19",
"화곡8동","일   반","계","","","","","","468","492","519","519","616","654","645","699","752","774","1191",
"화곡8동","일   반","65~79세","","","","","","415","416","430","429","506","548","569","611","637","653","944",
"화곡8동","일   반","80세 이상","","","","","","53","76","89","90","110","106","76","88","115","121","247",
"가양1동","합계","계","","","","","","306","369","334","321","359","534","487","539","568","584","745",
"가양1동","합계","65~79세","","","","","","242","295","254","259","301","391","377","413","441","452","567",
"가양1동","합계","80세 이상","","","","","","64","74","80","62","58","143","110","126","127","132","178",
"가양1동","국민기초생활보장 수급권자","계","","","","","","10","14","15","15","19","43","61","67","60","68","86",
"가양1동","국민기초생활보장 수급권자","65~79세","","","","","","9","12","11","13","15","21","33","34","31","34","50",
"가양1동","국민기초생활보장 수급권자","80세 이상","","","","","","1","2","4","2","4","22","28","33","29","34","36",
"가양1동","저소득노인","계","","","","","","5","8","12","19","23","32","21","19","20","22","34",
"가양1동","저소득노인","65~79세","","","","","","3","4","7","9","13","15","10","9","7","9","19",
"가양1동","저소득노인","80세 이상","","","","","","2","4","5","10","10","17","11","10","13","13","15",
"가양1동","일   반","계","","","","","","291","347","307","287","317","459","405","453","488","494","625",
"가양1동","일   반","65~79세","","","","","","230","279","236","237","273","355","334","370","403","409","498",
"가양1동","일   반","80세 이상","","","","","","61","68","71","50","44","104","71","83","85","85","127",
"가양2동","합계","계","","","","","","879","951","997","1028","1209","1348","1547","1690","1926","1982","3838",
"가양2동","합계","65~79세","","","","","","661","710","762","761","920","998","1154","1253","1408","1463","2795",
"가양2동","합계","80세 이상","","","","","","218","241","235","267","289","350","393","437","518","519","1043",
"가양2동","국민기초생활보장 수급권자","계","","","","","","461","505","466","510","655","571","1009","1205","1403","1477","1596",
"가양2동","국민기초생활보장 수급권자","65~79세","","","","","","300","349","318","312","449","390","688","838","971","1026","1123",
"가양2동","국민기초생활보장 수급권자","80세 이상","","","","","","161","156","148","198","206","181","321","367","432","451","473",
"가양2동","저소득노인","계","","","","","","114","109","105","116","183","88","85","44","54","45","104",
"가양2동","저소득노인","65~79세","","","","","","75","75","60","67","117","47","54","29","36","29","67",
"가양2동","저소득노인","80세 이상","","","","","","39","34","45","49","66","41","31","15","18","16","37",
"가양2동","일   반","계","","","","","","304","337","426","402","371","689","453","441","469","460","2138",
"가양2동","일   반","65~79세","","","","","","286","286","384","382","354","561","412","386","401","408","1605",
"가양2동","일   반","80세 이상","","","","","","18","51","42","20","17","128","41","55","68","52","533",
"가양3동","합계","계","","","","","","725","736","781","791","960","1116","1217","1328","1425","1515","2571",
"가양3동","합계","65~79세","","","","","","568","565","620","654","728","821","933","986","1059","1125","1840",
"가양3동","합계","80세 이상","","","","","","157","171","161","137","232","295","284","342","366","390","731",
"가양3동","국민기초생활보장 수급권자","계","","","","","","319","330","277","278","554","619","683","817","884","921","966",
"가양3동","국민기초생활보장 수급권자","65~79세","","","","","","223","241","201","229","395","433","485","561","597","617","647",
"가양3동","국민기초생활보장 수급권자","80세 이상","","","","","","96","89","76","49","159","186","198","256","287","304","319",
"가양3동","저소득노인","계","","","","","","73","62","82","86","0","59","64","43","42","45","65",
"가양3동","저소득노인","65~79세","","","","","","48","47","54","54","0","35","39","28","25","28","46",
"가양3동","저소득노인","80세 이상","","","","","","25","15","28","32","0","24","25","15","17","17","19",
"가양3동","일   반","계","","","","","","333","344","422","427","406","438","470","468","499","549","1540",
"가양3동","일   반","65~79세","","","","","","297","277","365","371","333","353","409","397","437","480","1147",
"가양3동","일   반","80세 이상","","","","","","36","67","57","56","73","85","61","71","62","69","393",
"발산1동","합계","계","","","","","","530","551","601","603","644","732","796","893","995","1095","1750",
"발산1동","합계","65~79세","","","","","","433","453","493","483","512","581","629","699","752","819","1271",
"발산1동","합계","80세 이상","","","","","","97","98","108","120","132","151","167","194","243","276","479",
"발산1동","국민기초생활보장 수급권자","계","","","","","","69","83","60","61","155","192","210","281","319","400","456",
"발산1동","국민기초생활보장 수급권자","65~79세","","","","","","42","52","44","42","99","125","139","188","201","266","308",
"발산1동","국민기초생활보장 수급권자","80세 이상","","","","","","27","31","16","19","56","67","71","93","118","134","148",
"발산1동","저소득노인","계","","","","","","71","43","33","35","51","51","54","42","47","43","70",
"발산1동","저소득노인","65~79세","","","","","","51","27","20","29","30","29","35","27","32","31","47",
"발산1동","저소득노인","80세 이상","","","","","","20","16","13","6","21","22","19","15","15","12","23",
"발산1동","일   반","계","","","","","","390","425","508","507","438","489","532","570","629","652","1224",
"발산1동","일   반","65~79세","","","","","","340","374","429","412","383","427","455","484","519","522","916",
"발산1동","일   반","80세 이상","","","","","","50","51","79","95","55","62","77","86","110","130","308",
